"time","chair","vertical_feet","vertical_meters","year","month","day","time_of_day","date","pass_id"
"2005-11-24 08:44:24","Outback",1780,542,2005,11,24,"08:44:24","2005-11-24","MBA6361781"
"2005-11-24 09:02:49","Sunrise",808,246,2005,11,24,"09:02:49","2005-11-24","MBA6361781"
"2005-11-24 11:03:33","Sunrise",808,246,2005,11,24,"11:03:33","2005-11-24","MBA6361781"
"2005-11-24 11:14:17","Sunrise",808,246,2005,11,24,"11:14:17","2005-11-24","MBA6361781"
"2005-11-24 11:32:04","Skyliner",1306,398,2005,11,24,"11:32:04","2005-11-24","MBA6361781"
"2005-12-04 09:55:24","Sunrise",808,246,2005,12,4,"09:55:24","2005-12-04","MBA6361781"
"2005-12-04 10:08:36","Sunrise",808,246,2005,12,4,"10:08:36","2005-12-04","MBA6361781"
"2005-12-04 10:20:25","Sunrise",808,246,2005,12,4,"10:20:25","2005-12-04","MBA6361781"
"2005-12-04 10:33:59","Sunrise",808,246,2005,12,4,"10:33:59","2005-12-04","MBA6361781"
"2005-12-04 13:36:41","Sunshine",257,78,2005,12,4,"13:36:41","2005-12-04","MBA6361781"
"2005-12-14 09:16:30","Pine Marten",1367,416,2005,12,14,"09:16:30","2005-12-14","MBA6361781"
"2005-12-14 09:29:10","Pine Marten",1367,416,2005,12,14,"09:29:10","2005-12-14","MBA6361781"
"2005-12-14 09:41:32","Pine Marten",1367,416,2005,12,14,"09:41:32","2005-12-14","MBA6361781"
"2005-12-14 09:52:56","Pine Marten",1367,416,2005,12,14,"09:52:56","2005-12-14","MBA6361781"
"2005-12-14 10:44:13","Pine Marten",1367,416,2005,12,14,"10:44:13","2005-12-14","MBA6361781"
"2005-12-14 11:47:57","Pine Marten",1367,416,2005,12,14,"11:47:57","2005-12-14","MBA6361781"
"2005-12-14 12:03:22","Sunshine",257,78,2005,12,14,"12:03:22","2005-12-14","MBA6361781"
"2005-12-14 13:03:14","Pine Marten",1367,416,2005,12,14,"13:03:14","2005-12-14","MBA6361781"
"2005-12-17 09:04:31","Pine Marten",1367,416,2005,12,17,"09:04:31","2005-12-17","MBA6361781"
"2005-12-17 09:20:36","Pine Marten",1367,416,2005,12,17,"09:20:36","2005-12-17","MBA6361781"
"2005-12-17 09:56:08","Sunshine",257,78,2005,12,17,"09:56:08","2005-12-17","MBA6361781"
"2005-12-17 10:03:15","Skyliner",1306,398,2005,12,17,"10:03:15","2005-12-17","MBA6361781"
"2005-12-17 10:47:09","Sunrise",808,246,2005,12,17,"10:47:09","2005-12-17","MBA6361781"
"2005-12-17 11:02:13","Sunrise",808,246,2005,12,17,"11:02:13","2005-12-17","MBA6361781"
"2005-12-17 11:26:34","Sunshine",257,78,2005,12,17,"11:26:34","2005-12-17","MBA6361781"
"2005-12-17 11:36:37","Sunshine",257,78,2005,12,17,"11:36:37","2005-12-17","MBA6361781"
"2005-12-17 11:54:15","Sunshine",257,78,2005,12,17,"11:54:15","2005-12-17","MBA6361781"
"2005-12-25 11:30:21","Pine Marten",1367,416,2005,12,25,"11:30:21","2005-12-25","MBA6361781"
"2005-12-25 12:10:00","Sunrise",808,246,2005,12,25,"12:10:00","2005-12-25","MBA6361781"
"2005-12-25 12:24:56","Rainbow",1209,368,2005,12,25,"12:24:56","2005-12-25","MBA6361781"
"2005-12-25 12:50:28","Sunrise",808,246,2005,12,25,"12:50:28","2005-12-25","MBA6361781"
"2005-12-25 13:03:46","Skyliner",1306,398,2005,12,25,"13:03:46","2005-12-25","MBA6361781"
"2005-12-25 13:17:55","Pine Marten",1367,416,2005,12,25,"13:17:55","2005-12-25","MBA6361781"
"2005-12-25 14:25:40","Outback",1780,542,2005,12,25,"14:25:40","2005-12-25","MBA6361781"
"2005-12-25 14:45:25","Outback",1780,542,2005,12,25,"14:45:25","2005-12-25","MBA6361781"
"2005-12-25 15:12:09","Skyliner",1306,398,2005,12,25,"15:12:09","2005-12-25","MBA6361781"
"2005-12-28 12:10:25","Pine Marten",1367,416,2005,12,28,"12:10:25","2005-12-28","MBA6361781"
"2005-12-31 08:37:47","Skyliner",1306,398,2005,12,31,"08:37:47","2005-12-31","MBA6361781"
"2005-12-31 09:31:11","Sunshine",257,78,2005,12,31,"09:31:11","2005-12-31","MBA6361781"
"2005-12-31 09:38:14","Sunshine",257,78,2005,12,31,"09:38:14","2005-12-31","MBA6361781"
"2005-12-31 09:47:00","Sunshine",257,78,2005,12,31,"09:47:00","2005-12-31","MBA6361781"
"2005-12-31 09:55:01","Skyliner",1306,398,2005,12,31,"09:55:01","2005-12-31","MBA6361781"
"2005-12-31 12:21:48","Sunshine",257,78,2005,12,31,"12:21:48","2005-12-31","MBA6361781"
"2006-01-01 08:52:17","Pine Marten",1367,416,2006,1,1,"08:52:17","2006-01-01","MBA6361781"
"2006-01-01 09:20:13","Outback",1780,542,2006,1,1,"09:20:13","2006-01-01","MBA6361781"
"2006-01-01 10:25:18","Skyliner",1306,398,2006,1,1,"10:25:18","2006-01-01","MBA6361781"
"2006-01-01 10:42:11","Skyliner",1306,398,2006,1,1,"10:42:11","2006-01-01","MBA6361781"
"2006-01-01 14:48:08","Sunrise",808,246,2006,1,1,"14:48:08","2006-01-01","MBA6361781"
"2006-01-07 08:20:07","Skyliner",1306,398,2006,1,7,"08:20:07","2006-01-07","MBA6361781"
"2006-01-07 08:35:58","Skyliner",1306,398,2006,1,7,"08:35:58","2006-01-07","MBA6361781"
"2006-01-07 08:51:58","Pine Marten",1367,416,2006,1,7,"08:51:58","2006-01-07","MBA6361781"
"2006-01-07 09:14:40","Outback",1780,542,2006,1,7,"09:14:40","2006-01-07","MBA6361781"
"2006-01-07 10:05:47","Pine Marten",1367,416,2006,1,7,"10:05:47","2006-01-07","MBA6361781"
"2006-01-07 10:26:52","Skyliner",1306,398,2006,1,7,"10:26:52","2006-01-07","MBA6361781"
"2006-01-07 10:55:12","Skyliner",1306,398,2006,1,7,"10:55:12","2006-01-07","MBA6361781"
"2006-01-07 11:34:26","Pine Marten",1367,416,2006,1,7,"11:34:26","2006-01-07","MBA6361781"
"2006-01-07 12:44:07","Sunshine",257,78,2006,1,7,"12:44:07","2006-01-07","MBA6361781"
"2006-01-07 12:50:54","Skyliner",1306,398,2006,1,7,"12:50:54","2006-01-07","MBA6361781"
"2006-01-12 11:35:49","Sunshine",257,78,2006,1,12,"11:35:49","2006-01-12","MBA6361781"
"2006-01-12 11:42:57","Skyliner",1306,398,2006,1,12,"11:42:57","2006-01-12","MBA6361781"
"2006-01-12 11:57:53","Skyliner",1306,398,2006,1,12,"11:57:53","2006-01-12","MBA6361781"
"2006-01-12 12:47:24","Sunshine",257,78,2006,1,12,"12:47:24","2006-01-12","MBA6361781"
"2006-01-12 13:03:22","Sunshine",257,78,2006,1,12,"13:03:22","2006-01-12","MBA6361781"
"2006-01-12 13:15:43","Sunshine",257,78,2006,1,12,"13:15:43","2006-01-12","MBA6361781"
"2006-01-12 15:07:30","Sunshine",257,78,2006,1,12,"15:07:30","2006-01-12","MBA6361781"
"2006-01-12 15:13:45","Sunshine",257,78,2006,1,12,"15:13:45","2006-01-12","MBA6361781"
"2006-01-12 15:22:07","Sunshine",257,78,2006,1,12,"15:22:07","2006-01-12","MBA6361781"
"2006-01-21 09:10:02","Rainbow",1209,368,2006,1,21,"09:10:02","2006-01-21","MBA6361781"
"2006-01-21 09:39:00","Rainbow",1209,368,2006,1,21,"09:39:00","2006-01-21","MBA6361781"
"2006-01-21 09:39:01","Rainbow",1209,368,2006,1,21,"09:39:01","2006-01-21","MBA6361781"
"2006-01-21 09:39:03","Rainbow",1209,368,2006,1,21,"09:39:03","2006-01-21","MBA6361781"
"2006-01-21 09:39:04","Rainbow",1209,368,2006,1,21,"09:39:04","2006-01-21","MBA6361781"
"2006-01-21 09:58:01","Rainbow",1209,368,2006,1,21,"09:58:01","2006-01-21","MBA6361781"
"2006-01-21 09:58:02","Rainbow",1209,368,2006,1,21,"09:58:02","2006-01-21","MBA6361781"
"2006-01-21 09:58:03","Rainbow",1209,368,2006,1,21,"09:58:03","2006-01-21","MBA6361781"
"2006-01-21 09:58:04","Rainbow",1209,368,2006,1,21,"09:58:04","2006-01-21","MBA6361781"
"2006-01-21 09:58:06","Rainbow",1209,368,2006,1,21,"09:58:06","2006-01-21","MBA6361781"
"2006-01-21 09:58:07","Rainbow",1209,368,2006,1,21,"09:58:07","2006-01-21","MBA6361781"
"2006-01-21 09:58:08","Rainbow",1209,368,2006,1,21,"09:58:08","2006-01-21","MBA6361781"
"2006-01-21 09:58:09","Rainbow",1209,368,2006,1,21,"09:58:09","2006-01-21","MBA6361781"
"2006-01-21 09:58:10","Rainbow",1209,368,2006,1,21,"09:58:10","2006-01-21","MBA6361781"
"2006-01-21 11:16:03","Sunrise",808,246,2006,1,21,"11:16:03","2006-01-21","MBA6361781"
"2006-02-05 09:28:35","Outback",1780,542,2006,2,5,"09:28:35","2006-02-05","MBA6361781"
"2006-02-05 09:28:45","Outback",1780,542,2006,2,5,"09:28:45","2006-02-05","MBA6361781"
"2006-02-05 10:32:54","Rainbow",1209,368,2006,2,5,"10:32:54","2006-02-05","MBA6361781"
"2006-02-05 10:32:55","Rainbow",1209,368,2006,2,5,"10:32:55","2006-02-05","MBA6361781"
"2006-02-05 11:41:10","Pine Marten",1367,416,2006,2,5,"11:41:10","2006-02-05","MBA6361781"
"2006-02-11 08:19:52","Sunrise",808,246,2006,2,11,"08:19:52","2006-02-11","MBA6361781"
"2006-02-11 08:19:54","Sunrise",808,246,2006,2,11,"08:19:54","2006-02-11","MBA6361781"
"2006-02-11 08:19:56","Sunrise",808,246,2006,2,11,"08:19:56","2006-02-11","MBA6361781"
"2006-02-11 08:19:57","Sunrise",808,246,2006,2,11,"08:19:57","2006-02-11","MBA6361781"
"2006-02-11 08:19:59","Sunrise",808,246,2006,2,11,"08:19:59","2006-02-11","MBA6361781"
"2006-02-11 08:20:01","Sunrise",808,246,2006,2,11,"08:20:01","2006-02-11","MBA6361781"
"2006-02-11 08:20:02","Sunrise",808,246,2006,2,11,"08:20:02","2006-02-11","MBA6361781"
"2006-02-11 08:20:04","Sunrise",808,246,2006,2,11,"08:20:04","2006-02-11","MBA6361781"
"2006-02-11 09:02:24","Summit",1709,520,2006,2,11,"09:02:24","2006-02-11","MBA6361781"
"2006-02-11 09:17:32","Rainbow",1209,368,2006,2,11,"09:17:32","2006-02-11","MBA6361781"
"2006-02-12 09:22:53","Outback",1780,542,2006,2,12,"09:22:53","2006-02-12","MBA6361781"
"2006-02-12 09:23:00","Outback",1780,542,2006,2,12,"09:23:00","2006-02-12","MBA6361781"
"2006-02-12 09:23:17","Outback",1780,542,2006,2,12,"09:23:17","2006-02-12","MBA6361781"
"2006-02-12 09:23:22","Outback",1780,542,2006,2,12,"09:23:22","2006-02-12","MBA6361781"
"2006-02-12 11:29:08","Skyliner",1306,398,2006,2,12,"11:29:08","2006-02-12","MBA6361781"
"2006-02-12 11:29:15","Skyliner",1306,398,2006,2,12,"11:29:15","2006-02-12","MBA6361781"
"2006-02-12 11:29:16","Skyliner",1306,398,2006,2,12,"11:29:16","2006-02-12","MBA6361781"
"2006-02-12 11:29:21","Skyliner",1306,398,2006,2,12,"11:29:21","2006-02-12","MBA6361781"
"2006-02-12 11:29:29","Skyliner",1306,398,2006,2,12,"11:29:29","2006-02-12","MBA6361781"
"2006-02-27 09:08:35","Skyliner",1306,398,2006,2,27,"09:08:35","2006-02-27","MBA6361781"
"2006-02-27 09:08:44","Skyliner",1306,398,2006,2,27,"09:08:44","2006-02-27","MBA6361781"
"2006-02-27 09:08:47","Skyliner",1306,398,2006,2,27,"09:08:47","2006-02-27","MBA6361781"
"2006-02-27 09:59:53","Skyliner",1306,398,2006,2,27,"09:59:53","2006-02-27","MBA6361781"
