"time","chair","vertical_feet","vertical_meters","year","month","day","time_of_day","date","pass_id"
"2009-12-12 11:23:41","Pine Marten",1367,416,2009,12,12,"11:23:41","2009-12-12","MBA6364751"
"2009-12-12 12:35:00","Sunshine",257,78,2009,12,12,"12:35:00","2009-12-12","MBA6364751"
"2009-12-12 12:46:05","Sunshine",257,78,2009,12,12,"12:46:05","2009-12-12","MBA6364751"
"2009-12-12 12:55:44","Sunshine",257,78,2009,12,12,"12:55:44","2009-12-12","MBA6364751"
"2009-12-12 14:25:14","Sunshine",257,78,2009,12,12,"14:25:14","2009-12-12","MBA6364751"
"2009-12-12 14:39:36","Skyliner",1306,398,2009,12,12,"14:39:36","2009-12-12","MBA6364751"
"2009-12-12 15:03:20","Sunrise",808,246,2009,12,12,"15:03:20","2009-12-12","MBA6364751"
"2009-12-12 15:19:47","Sunrise",808,246,2009,12,12,"15:19:47","2009-12-12","MBA6364751"
"2009-12-12 15:33:56","Sunrise",808,246,2009,12,12,"15:33:56","2009-12-12","MBA6364751"
"2009-12-12 15:54:17","Pine Marten",1367,416,2009,12,12,"15:54:17","2009-12-12","MBA6364751"
"2010-01-24 11:49:14","Sunshine",257,78,2010,1,24,"11:49:14","2010-01-24","MBA6364751"
"2010-01-24 13:35:22","Sunshine",257,78,2010,1,24,"13:35:22","2010-01-24","MBA6364751"
"2010-01-24 13:46:39","Sunshine",257,78,2010,1,24,"13:46:39","2010-01-24","MBA6364751"
"2010-01-24 13:59:37","Sunshine",257,78,2010,1,24,"13:59:37","2010-01-24","MBA6364751"
"2010-01-24 14:10:30","Sunshine",257,78,2010,1,24,"14:10:30","2010-01-24","MBA6364751"
"2010-01-24 14:24:07","Sunshine",257,78,2010,1,24,"14:24:07","2010-01-24","MBA6364751"
"2010-01-24 14:36:06","Sunshine",257,78,2010,1,24,"14:36:06","2010-01-24","MBA6364751"
"2010-01-24 14:51:24","Sunshine",257,78,2010,1,24,"14:51:24","2010-01-24","MBA6364751"
"2010-02-27 11:57:14","Sunrise",808,246,2010,2,27,"11:57:14","2010-02-27","MBA6364751"
"2010-02-27 12:13:01","Sunrise",808,246,2010,2,27,"12:13:01","2010-02-27","MBA6364751"
"2010-02-27 12:29:00","Sunrise",808,246,2010,2,27,"12:29:00","2010-02-27","MBA6364751"
"2010-02-27 12:52:06","Sunrise",808,246,2010,2,27,"12:52:06","2010-02-27","MBA6364751"
"2010-02-27 13:00:24","Summit",1709,520,2010,2,27,"13:00:24","2010-02-27","MBA6364751"
"2010-02-27 13:30:23","Sunrise",808,246,2010,2,27,"13:30:23","2010-02-27","MBA6364751"
"2010-02-27 13:51:18","Sunrise",808,246,2010,2,27,"13:51:18","2010-02-27","MBA6364751"
"2010-02-27 14:11:59","Sunrise",808,246,2010,2,27,"14:11:59","2010-02-27","MBA6364751"
"2010-02-27 15:05:14","Sunrise",808,246,2010,2,27,"15:05:14","2010-02-27","MBA6364751"
"2010-02-27 15:20:14","Sunrise",808,246,2010,2,27,"15:20:14","2010-02-27","MBA6364751"
"2010-03-06 11:53:14","Sunrise",808,246,2010,3,6,"11:53:14","2010-03-06","MBA6364751"
"2010-03-06 12:11:38","Sunrise",808,246,2010,3,6,"12:11:38","2010-03-06","MBA6364751"
"2010-03-06 12:35:20","Sunrise",808,246,2010,3,6,"12:35:20","2010-03-06","MBA6364751"
