"time","chair","vertical_feet","vertical_meters","year","month","day","time_of_day","date","pass_id"
"2010-04-07 12:54:07","Sunshine",257,78,2010,4,7,"12:54:07","2010-04-07","MBA6362070"
"2010-04-07 13:17:31","Sunshine",257,78,2010,4,7,"13:17:31","2010-04-07","MBA6362070"
"2010-04-07 13:31:46","Sunshine",257,78,2010,4,7,"13:31:46","2010-04-07","MBA6362070"
"2010-04-09 13:23:06","Sunshine",257,78,2010,4,9,"13:23:06","2010-04-09","MBA6362070"
"2010-04-09 13:34:28","Sunshine",257,78,2010,4,9,"13:34:28","2010-04-09","MBA6362070"
"2010-04-09 13:55:27","Sunshine",257,78,2010,4,9,"13:55:27","2010-04-09","MBA6362070"
"2010-04-09 14:10:08","Sunshine",257,78,2010,4,9,"14:10:08","2010-04-09","MBA6362070"
"2010-04-09 14:21:35","Pine Marten",1367,416,2010,4,9,"14:21:35","2010-04-09","MBA6362070"
"2010-04-09 14:48:28","Pine Marten",1367,416,2010,4,9,"14:48:28","2010-04-09","MBA6362070"
"2010-04-12 13:30:33","Sunshine",257,78,2010,4,12,"13:30:33","2010-04-12","MBA6362070"
"2010-04-12 13:46:18","Sunshine",257,78,2010,4,12,"13:46:18","2010-04-12","MBA6362070"
"2010-04-12 13:57:41","Sunshine",257,78,2010,4,12,"13:57:41","2010-04-12","MBA6362070"
"2010-04-13 11:50:06","Pine Marten",1367,416,2010,4,13,"11:50:06","2010-04-13","MBA6362070"
"2010-04-13 12:16:17","Skyliner",1306,398,2010,4,13,"12:16:17","2010-04-13","MBA6362070"
"2010-04-13 12:36:10","Skyliner",1306,398,2010,4,13,"12:36:10","2010-04-13","MBA6362070"
"2010-04-13 13:32:12","Pine Marten",1367,416,2010,4,13,"13:32:12","2010-04-13","MBA6362070"
"2010-04-15 13:35:53","Sunshine",257,78,2010,4,15,"13:35:53","2010-04-15","MBA6362070"
"2010-04-15 13:45:08","Pine Marten",1367,416,2010,4,15,"13:45:08","2010-04-15","MBA6362070"
"2010-04-15 14:03:05","Sunshine",257,78,2010,4,15,"14:03:05","2010-04-15","MBA6362070"
"2010-04-15 14:13:21","Pine Marten",1367,416,2010,4,15,"14:13:21","2010-04-15","MBA6362070"
"2010-04-15 14:27:34","Sunshine",257,78,2010,4,15,"14:27:34","2010-04-15","MBA6362070"
"2010-04-15 14:38:08","Pine Marten",1367,416,2010,4,15,"14:38:08","2010-04-15","MBA6362070"
"2010-04-15 14:53:48","Pine Marten",1367,416,2010,4,15,"14:53:48","2010-04-15","MBA6362070"
"2010-04-15 15:09:16","Pine Marten",1367,416,2010,4,15,"15:09:16","2010-04-15","MBA6362070"
"2014-04-13 12:02:18","Sunshine",257,78,2014,4,13,"12:02:18","2014-04-13","MBA6362070"
"2014-04-13 12:15:19","Sunshine",257,78,2014,4,13,"12:15:19","2014-04-13","MBA6362070"
"2014-04-13 12:23:38","Sunshine",257,78,2014,4,13,"12:23:38","2014-04-13","MBA6362070"
"2014-04-13 12:32:20","Sunshine",257,78,2014,4,13,"12:32:20","2014-04-13","MBA6362070"
"2014-04-13 12:41:15","Sunshine",257,78,2014,4,13,"12:41:15","2014-04-13","MBA6362070"
"2014-04-13 12:49:12","Sunshine",257,78,2014,4,13,"12:49:12","2014-04-13","MBA6362070"
"2014-04-13 12:56:26","Pine Marten",1367,416,2014,4,13,"12:56:26","2014-04-13","MBA6362070"
"2014-04-13 14:55:25","Sunshine",257,78,2014,4,13,"14:55:25","2014-04-13","MBA6362070"
"2014-04-13 15:05:26","Skyliner",1306,398,2014,4,13,"15:05:26","2014-04-13","MBA6362070"
"2014-04-13 15:24:04","Pine Marten",1367,416,2014,4,13,"15:24:04","2014-04-13","MBA6362070"
"2014-04-13 15:38:46","Pine Marten",1367,416,2014,4,13,"15:38:46","2014-04-13","MBA6362070"
"2014-04-13 15:52:41","Pine Marten",1367,416,2014,4,13,"15:52:41","2014-04-13","MBA6362070"
"2014-04-14 12:43:11","Pine Marten",1367,416,2014,4,14,"12:43:11","2014-04-14","MBA6362070"
"2014-04-14 13:10:38","Pine Marten",1367,416,2014,4,14,"13:10:38","2014-04-14","MBA6362070"
"2014-04-14 13:33:06","Pine Marten",1367,416,2014,4,14,"13:33:06","2014-04-14","MBA6362070"
"2014-04-14 13:53:04","Pine Marten",1367,416,2014,4,14,"13:53:04","2014-04-14","MBA6362070"
"2014-04-14 14:12:22","Sunshine",257,78,2014,4,14,"14:12:22","2014-04-14","MBA6362070"
"2014-04-14 14:22:01","Skyliner",1306,398,2014,4,14,"14:22:01","2014-04-14","MBA6362070"
"2014-04-14 14:33:21","Summit",1709,520,2014,4,14,"14:33:21","2014-04-14","MBA6362070"
"2014-04-15 11:45:50","Pine Marten",1367,416,2014,4,15,"11:45:50","2014-04-15","MBA6362070"
"2014-04-15 12:20:43","Pine Marten",1367,416,2014,4,15,"12:20:43","2014-04-15","MBA6362070"
"2014-04-15 12:37:27","Pine Marten",1367,416,2014,4,15,"12:37:27","2014-04-15","MBA6362070"
"2014-04-15 13:01:08","Pine Marten",1367,416,2014,4,15,"13:01:08","2014-04-15","MBA6362070"
"2014-04-18 12:09:57","Pine Marten",1367,416,2014,4,18,"12:09:57","2014-04-18","MBA6362070"
"2014-04-18 12:35:50","Pine Marten",1367,416,2014,4,18,"12:35:50","2014-04-18","MBA6362070"
"2014-04-18 13:04:49","Pine Marten",1367,416,2014,4,18,"13:04:49","2014-04-18","MBA6362070"
"2014-04-18 13:17:02","Summit",1709,520,2014,4,18,"13:17:02","2014-04-18","MBA6362070"
"2014-04-18 13:41:16","Summit",1709,520,2014,4,18,"13:41:16","2014-04-18","MBA6362070"
"2014-04-19 11:35:30","Pine Marten",1367,416,2014,4,19,"11:35:30","2014-04-19","MBA6362070"
"2014-04-19 11:55:16","Pine Marten",1367,416,2014,4,19,"11:55:16","2014-04-19","MBA6362070"
"2014-04-19 12:19:21","Pine Marten",1367,416,2014,4,19,"12:19:21","2014-04-19","MBA6362070"
"2014-04-19 13:43:44","Sunrise",808,246,2014,4,19,"13:43:44","2014-04-19","MBA6362070"
"2014-04-19 13:57:41","Sunrise",808,246,2014,4,19,"13:57:41","2014-04-19","MBA6362070"
"2014-04-19 14:11:15","Sunrise",808,246,2014,4,19,"14:11:15","2014-04-19","MBA6362070"
